"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Sri Lanka","LKA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1671428","1711885","1564572","1539473","1470300","1436300","1439300","1532350","1942663","2002200","2081391","2132596","2142377","2153595","2186712","2242645","2304499","2037313","2084000","2114800","2112023","2112723","2059203","2012702","1960495","1962498","1843848","","1801933","","","1767650","1729014","1667994","1580072","1610778","1611763","1621617","1631430","1619244","1720806","1735475","1752137","1767322","1777822","1778176","1770517","1746843","1725424","1710466","1694722","",
"Lower middle income","LMC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","128131136","131212616","136513696","143942768","147528736","153348544","157901760","165923840","170547904","176543696","184599408","192297744","200534496","208419120","215000320","218067168","222686848","225283696","233128112","241600208","245264528","251665616","257673552","265810352","272483392","274081120","276727168","280599072","282739616","286667808","291797984","293362976","297505440","310813856","316732384","323661152","327267200","333460448","334496480","336190144","340372352","344920160","351022976","355978464","353966016","355898080","367290208","367837984","351441984","352584928","356972800","",
"Low & middle income","LMY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","314336288","324273952","337972160","360960320","376672928","393077696","405567200","415597216","418490464","428488416","440019264","449436544","456494688","461735872","467134400","470771744","478749728","476770016","483785408","490628736","495133024","501264096","507500448","517688448","528821632","541508096","549275200","558425408","568541248","570935872","574640704","571648320","567834176","573440704","594519104","598433920","601300800","609506816","613874624","615485376","618280000","623358080","631658688","638100480","636510912","640162624","656906560","662593856","651802112","659153344","669715328","",
"Lesotho","LSO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","175420","171454","176404","187459","218038","221922","222004","226019","228523","235604","244838","259046","277945","289590","297484","314003","319128","331857","345524","348818","351632","361144","362657","354275","366935","378011","374628","368895","369535","364951","410745","415007","418668","429720","427009","422278","424855","400943","396041","389424","388681","385437","381690","369469","366048","361637","360756","367931","","","","",
"Late-demographic dividend","LTE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","158969696","164703824","171446320","185050384","195216384","204314464","210407568","210906960","208619952","209454880","211533712","211460320","209487792","205956592","203374464","203157040","205938640","200612016","198808368","195558080","196185648","194687712","194881440","196123936","199195568","207427840","211246608","212617808","218551952","215359936","211280912","202838672","189202064","177547104","188405872","180904096","175498240","172764480","170450192","167282016","163968656","162286128","161828144","162152352","159038992","159905040","162594416","165252384","167283936","170407280","173534800","",
"Lithuania","LTU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","172064","","","","","172349","","","191655","193436","202222","202970","210834","215175","221569","223662","225701","222278","219661","218181","211650","197463","183542","170216","158105","150422","143814","135719","129496","122458","115581","111389","109028","108115","108038","110193","113881","116626","117676","","",
"Luxembourg","LUX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","35976","34530","34527","33846","34490","29749","29430","29032","28465","27510","25604","24628","23838","22780","21979","","22003","21959","23375","","","23465","","","28205","27082","27844","28437","29094","31492","32458","33266","33966","34081","34603","35016","35431","35668","35630","","35187","35099","35397","35250","35435","35920","36626","37452","38173","39146","","",
"Latvia","LVA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","141376","141731","141364","140803","140815","140744","164377","165140","166072","135722","143338","146250","137095","132059","132465","139925","146653","146650","141408","134919","125634","113923","103359","92453","84369","78796","121345","117129","114236","113691","113668","113410","114089","114660","117303","120308","121506","121674","120787","","",
"Macao SAR, China","MAC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","25052","23659","23095","20205","19777","20758","24700","22560","24145","","","","","","","","","","31917","32935","34972","37872","40665","","","","","","46893","47262","45663","44368","41917","39872","37401","34739","32932","30487","27483","25326","23785","22646","22231","22862","24252","26436","28438","30169","32530","33961","",
"St. Martin (French part)","MAF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1175277","1231936","1275857","1337931","1413993","1547647","1667773","1793772","1925187","2051862","2172289","2309696","2442726","2474440","2278734","2279887","2227960","2176847","2110719","2163185","2483691","2578566","2727833","2873883","3006631","3101555","3160907","3254354","3461940","3669605","3842000","4029112","4101157","4070182","4022600","3943831","3939177","3878640","3850994","3945201","4001313","4016934","4021052","4030142","4039392","4101743","4210676","4322623","4432229","4535919","",
"Monaco","MCO","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1486","1486","","","","","","1558","","","","","1354","","","","","","","","1773","1761","","1815","1838","1893","1919","1956","2022","2008","1985","","","1831","","","","1852","1837","1820","1760","1766","1753","1752","1959","2001","2018","2018","1989","1971","1932",
"Moldova","MDA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","230624","","","","","248005","","","273426","285826","301653","306933","307604","307447","322612","320055","320725","","262137","252193","235461","224495","212552","198911","184159","171024","160528","151736","145369","141197","138436","138095","138282","138420","138536","137845","139335","140141","139612","139179","",
"Madagascar","MDG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","938015","1004445","1030342","1033993","1133013","1210841","1311179","1398936","1454554","1597596","1723779","1731383","1701601","1651012","1625216","","","1487728","1534142","1512322","1570721","1496845","1490317","1504668","1511408","1638187","","1889885","2012416","2208321","2307500","2407644","2856480","3366470","3597731","3698906","3837343","4020322","4323981","4241916","4305069","4402722","4483030","4610722","4763524","4733726","","4860888","4648600","","",
"Maldives","MDV","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","30621","","34090","","","","39775","","","","","","45333","48321","50915","50733","51220","50230","73519","74050","73522","71054","68242","66169","63300","57873","54770","50270","47082","44675","42146","40201","38849","38183","39570","42137","43781","45326","47236","49373","","",
"Middle East & North Africa","MEA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","15779695","16262333","16794232","17675566","18353550","19515804","20646966","21608640","22448062","22783798","24137856","24602674","25850436","26983018","28263726","29232536","30538772","32042096","33450490","34672996","35121536","37066352","37265648","38291172","39791108","39737080","40871244","41103156","41464212","41713300","41785108","42003380","42171884","41334424","41162528","42535480","42588996","42723104","42849308","42557468","43127648","43490804","44722660","46774852","47629932","48286548","49242800","50297664","51522496","53023328","54546072","",
"Mexico","MEX","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","9248290","9711496","10195167","10762665","10999713","11461415","12148221","12560035","13536265","14126414","14666257","14981028","15222916","15376153","15219245","15124160","14994642","14768008","14656357","14493763","14401588","14396993","14425669","14469450","14574202","14623438","14650521","14647797","14697915","14765603","14792528","14843381","14857191","14781327","14700005","14595195","14631498","14699146","14861232","14906476","14934663","14956982","14837204","14627368","14397928","14297027","14182288","14061377","14012770","","",
"Marshall Islands","MHL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8209","","","8757","7602","8250","8055","8270","8215","8342","8398","","8546","","","","8236","7941","","","7234","6726","",
"Middle income","MIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","298881952","308571904","321892672","344210144","359153408","374714752","386039584","394928544","397124672","406197152","416558976","425068192","432022848","436869568","441745312","445141152","452590752","450279072","456443104","463181376","467651168","472140928","478192096","487395648","496964512","507056864","513726816","518875232","527004192","528585088","529532096","523353792","514787680","516990336","534454816","534573408","533580576","537997312","537001536","535977248","536602880","539246720","544375488","548695488","543009664","545667520","559286720","561910080","547563712","551792640","559453248","",
"North Macedonia","MKD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134260","133744","133707","134597","133044","131501","129633","126606","123661","121109","116635","113362","110149","105045","100911","115082","112477","110759","","107278","109945","108254","108827","","109121","109818","","","",
"Mali","MLI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","203703","217070","224699","236622","240521","252393","265496","280459","293227","298697","291159","291546","296301","293050","294153","292395","298913","307587","365158","377372","395334","430636","494581","557084","612469","683163","778450","862874","958935","1016575","1127360","1227267","1294672","1396791","1505903","1609979","1716956","1823037","1926242","2018551","2114844","2113857","2068714","2181617","2227082","2356420","2538502","2477081","","","",
"Malta","MLT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","40021","37447","34644","32569","30322","29834","30863","31363","32218","32448","33063","33187","33208","33987","35411","36240","36322","36564","36726","37016","36899","35626","35488","35366","35051","35273","35374","35261","34914","34261","33530","32717","31710","31064","29596","28922","27805","26772","24674","24985","24075","23567","23655","24072","24624","25177","25796","26532","26788","","",
"Myanmar","MMR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3177739","3198670","3300153","3358693","","3475749","3564473","3711464","3837800","3968300","4148342","4405947","4537790","4638735","4615888","4710616","5009850","5046471","5202508","4848158","5384539","5869297","5919339","5896026","5530502","5413752","5136152","","4732947","4857955","4781543","4778851","4889325","4932646","4948198","4969445","5013582","5109630","5094623","5125942","","","","5177276","","5321524","5388349","5299765","","","",
"Middle East & North Africa (excluding high income)","MNA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","14708312","15151007","15625896","16451238","17071414","18165520","19225824","20109792","20872716","21135828","22379764","22736572","23859628","24858344","26001052","26832980","28003730","29371362","30622068","31681258","31965668","33787980","33800272","34633640","35960608","35762196","36792960","36978380","37269832","37430064","37399828","37505368","37590000","36719280","36477128","37755236","37738484","37806448","37868304","37495628","37954476","38255320","39330040","41123988","41786416","42569404","43605208","44719440","45913944","47253812","48778092","",
"Montenegro","MNE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37009","36793","37812","38740","39123","39580","37269","35264","38898","38362","","","37585","37869","38740","39288","39085","38822","",
"Mongolia","MNG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","146014","153605","125200","127100","127986","129802","","137121","138675","141306","145200","146500","150100","152700","153700","153100","155740","157800","162900","165400","166349","154588","138434","142132","158990","176036","234193","244815","251476","253441","250436","241258","238676","235730","251205","249622","239262","239663","252604","273966","265639","256584","245387","239289","251204","274397","290550","311063","327019","","",
"Northern Mariana Islands","MNP","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","496910","449704","577997","","672000","","1276500","1363000","1426282","","1387192","1286714","1162617","1237817","1248074","1260482","1287681","1199669","1210671","1260218","1217364","1199476","1227341","1301833","1415428","","","2076831","2302313","2543820","2829787","3023321","","3569473","3942829","4165580","4560905","4899652","5071878","5277868","5253670","5359019","5567807","5705343","5901996","6042936","6138518","6563376","6940864","7219935","",
"Mauritania","MRT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","31945","34928","40270","42153","44786","50465","64611","72954","82408","85151","90530","101952","107390","119337","126866","140871","150605","157341","158800","155116","167229","188580","219258","248048","269173","289945","312671","330199","346222","355822","360677","375695","394401","434181","443615","465970","483776","473688","512998","531383","535976","553584","568953","592249","632761","601364","616647","655261","677458","","",
"Mauritius","MUS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","150402","152331","155624","154830","152417","150573","144325","140905","138318","130185","128758","135462","137004","138790","135391","140714","144697","144130","140135","137929","137491","135233","129738","125543","123167","122895","124589","127109","130505","133489","135237","134085","132432","129616","126226","123562","121387","119310","119022","117922","117432","116068","113634","109097","105447","101633","97300","92989","89642","85730","","82514",
"Malawi","MWI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","314629","378812","424983","482304","546085","571389","583039","586759","611983","667222","691245","754588","736816","707699","757334","794782","862834","901327","1034341","1144880","1212337","1476592","1589948","1726325","2588662","2604130","","2525323","2581698","2694645","2845836","2846589","","2841640","2868038","2933557","2943248","3197928","3250111","3417404","3564199","3687625","3951611","4096614","4204502","4280527","4433977","4441839","4593328","","",
"Malaysia","MYS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1684263","","","","","1893323","","1929914","1968304","1986141","2008973","2034256","2072393","2120050","2148748","2199096","","2274453","2338418","2397816","2455525","2540623","2626297","2693632","2744993","2799744","2856613","","2887753","2911773","3025977","3033019","3009009","3056266","3159376","3202008","3217329","3221408","3225487","3229566","3233645","3237724","3241803","3245882","3178364","3107870","3101007","3084630","3068441","3066391","3081723","",
"North America","NAC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","25070984","24891206","24469856","24575420","23805760","23154056","22659824","22192932","21856392","21414316","22892852","22610852","22911876","22443534","22097064","22118568","22474176","22869862","23399360","23991474","24629338","24810158","25105486","25381170","25618928","26242750","26500510","26795056","27100828","27372012","27434822","27502120","27311630","27147516","26953492","26759270","26628922","26668344","26881494","26784202","26854644","26944696","26809748","26627910","26791636","27093808","27342024","27492268","27368826","27197958","27436566","",
"Namibia","NAM","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","294985","308802","311645","307407","314105","341701","349167","352900","367669","368222","373276","379891","386446","383267","389434","397459","404783","408912","403412","404198","402529","409508","407402","406920","406535","","415454","425242","","","","476360","490719","","","",
"New Caledonia","NCL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","21632","23050","23467","24220","24844","24943","25834","25633","26784","26484","26630","26779","26513","24434","24410","22517","22237","22366","22818","23052","22958","22325","21865","22080","22308","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","88594","94509","100892","110437","120984","142182","159515","176397","187251","209865","228855","236183","241929","249926","251420","275902","293512","300964","324760","344623","368732","370117","386056","410929","426929","440622","464267","482065","529806","579486","656589","760987","857592","980033","1064056","1126073","1235065","1389194","1554102","1726452","1910166","2050656","2166268","2277021","2444979","2611352","2768305","","2666748","","",
"Nigeria","NGA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","3515827","3894539","4391197","4662400","","","4889857","6165547","8100324","9867961","10798550","12117483","13760030","14311608","14654798","14383487","13025287","12914870","12690798","12721087","13607249","13776854","14805937","15870280","16190947","15741078","14078473","","","17907008","19151442","19041224","19806082","20600796","21395510","22115432","22861884","21513996","20008142","20957642","21558460","23668904","24822374","26167544","25801196","","25591180","","27889388","","","",
"Nicaragua","NIC","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","285285","301580","305690","318887","324579","341533","362103","368284","369640","411515","472167","","509240","536656","534317","561551","556684","583725","599957","595612","632882","674045","703854","737476","765972","764587","762712","777917","783090","830206","838437","868070","923391","927217","941957","945089","966206","952964","944341","","923745","","","","","","","","","","","",
"Netherlands","NLD","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1462376","1464484","1461544","1454971","1448177","1453467","1448084","1434705","1413277","1379866","1333342","1269868","1201512","1139955","1094980","1109590","1096868","1092707","1086208","1082081","1082022","1040158","1046192","1172534","1189112","1207896","1230987","1254247","1268093","1278581","1282041","1287069","1290625","1283014","1277990","1277478","1280571","1285543","1290029","1294015","1291665","1277199","","","1208038","1192268","1181893","1175018","1170170","","",
"Norway","NOR","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","385628","386496","375004","380728","386559","390129","396194","396672","396132","394510","390186","383599","372705","361581","347316","335373","325577","317228","312384","310600","309432","308516","307461","309889","314062","320752","330619","401652","411878","419805","426475","429445","432618","432345","429652","429680","430747","429585","426769","424052","423333","423351","424993","425917","430864","438387","444638","447355","448655","","",
"Nepal","NPL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","389825","","393269","418155","470365","542524","643835","769049","875494","1012530","1067912","1388001","1474698","1626437","1747857","1812098","1857658","1952504","2108739","2526147","2788644","2884275","3034710","3091684","3191614","3263050","3447607","3460756","","3587665","3780314","3623150","3853618","3928684","4025692","4030045","4502697","4515059","4418713","4782313","4900665","4951956","4782885","4576693","4401780","4335355","4264942","4135253","","3970016","3522177","",
"Nauru","NRU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1118","1315","1330","1392","","","","","","","","","","","1451","","","","","","","","","","","","","1663","","1589","1618","1566","1375","1529","1812","1393","1235","1254","","","","1304","","1578","","1808","","","1856","1475","",
"New Zealand","NZL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","400445","396878","394199","391467","388996","391399","393695","394517","393536","390221","381262","367986","359011","346797","337956","329337","320373","317470","312998","312773","318568","316107","317286","322984","331666","345236","348098","357569","362413","360621","359555","355532","354421","356442","353062","352845","350810","349080","348160","347674","348492","347349","347594","353285","360206","368306","377073","384251","388279","387996","","",
"OECD members","OED","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","100033240","100901032","101473688","102143208","101861128","101497232","101514064","101497936","101342616","101850216","103575896","103349448","103264544","102432352","101797352","100802912","100271824","100001808","99807152","99677744","99822376","99593512","99524568","99424952","99220880","99589784","100122296","100214576","100722744","100904088","100636112","100282080","99757888","99053824","98683728","98211208","97620408","97557184","97531096","97009112","96570424","96228608","95604776","94507488","94114416","94239880","94546120","94566640","94598640","94602848","94802000","",
"Oman","OMN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3478","15332","24411","35290","48649","54611","62630","70751","78136","83703","91895","102011","117295","135815","156947","177541","197735","215416","232181","247128","262989","277370","289911","297209","301999","307050","311955","313516","315557","315976","316889","316633","314064","","312121","303345","294927","289717","302037","","295581","299471","320324","337038","350544","368141","384001","278745","290045","303890","",
"Other small states","OSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","1419518.75","1432276.625","1479728.375","1550585.75","1622159.875","1689184.125","1745348.375","1781866.625","1827821.375","1866477","1930912.5","2007421.125","2072980.375","2135967.25","2202214.75","2275400.5","2339613.5","2412377.5","2473906.5","2525419","2551510","2641315.5","2674670","2705131.5","2799584","2874753.75","2923264.5","2980032","3057805.25","3118842","3210027","3281287.25","3322417.75","3352664","3369054.5","3381929.75","3422036.5","3436513.5","3447900.5","3467013","3506561.75","3548212","3542535.5","3574396","3628709.5","3693172.75","3751890","3823431.75","3895434.25","3977358.75","4054302.5","",
"Pakistan","PAK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3992834","4119577","4460497","4813134","4988873","5236203","5527860","5015479","5131360","5213092","5473578","5741490","6179400","6412000","6828000","7094059","7638781","7958529","8272550","8614857","","","","","","","","","","13987198","14204954","14489107","15093960","16207286","17257948","16687658","17979190","18175800","18468096","18756348","18050718","18119160","18150234","19431564","19846822","21550582","21686452","22931304","23587996","","",
"Panama","PAN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","255287","287565","305651","319124","328460","334607","339034","340515","343455","340222","337522","335239","336740","335651","339101","340135","343616","346137","345202","350277","351021","350104","353154","357402","358367","361877","371250","","","393030","400408","408249","419904","419903","429837","430152","436945","446176","445107","440627","439746","439698","437277","435973","426637","417556","408961","418852","","","431959","",
"Peru","PER","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","2341068","2427467","2509182","2641227","2741060","2840625","2961252","3019624","3093017","3117055","3161375","3251807","3412769","3427840","3484979","3711592","3600316","3663055","3727463","3793601","3855282","3857465","3824660","3913601","4031359","4131085","4159935","4163180","4299407","4349594","4338080","4317368","4283046","4200489","4133386","4077361","4026316","3993965","3854764","3787409","3762681","3671207","3478689","3545103","3495614","3513439","3576943","3544359","3592865","3715130","3841744","",
"Philippines","PHL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","6968978","7001970","7022709","7209039","7429249","7597279","7808158","7861641","8178609","8112536","8506072","8518283","8591267","8717469","8793763","8925959","9204168","9601322","9972571","10284861","10427077","10517932","10674073","10731453","10910876","11541570","11847794","12225038","12502524","12707788","12759918","12826218","12970635","13017973","13083744","13006648","13145210","13411286","13686643","","","","","14460377","14453060","14293635","14039867","13418841","13195088","13214472","",
"Palau","PLW","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1901","1942","","","1985","1855","1805","1657","1544","","","","","","1654","1639","","","","","","1523","",
"Papua New Guinea","PNG","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","191083","195859","204218","218167","229527","238267","250715","253987","263171","277854","299823","300536","313790","","349889","","373759","384367","397463","417818","415195","422348","443552","478040","505153","516797","525962","538730","580623","","559817","520846","514735","496616","508333","531759","532250","","600557","","","","1132119","","","","1275085","","1394208","","","",
"Poland","POL","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","3860758","3675922","3516830","3374714","3245444","3162521","3102439","3075744","3078165","3115680","3190141","3309179","3439491","3566695","3678458","3771617","3854629","3915213","3920816","3928427","3957145","3976740","4026899","3973296","3841339","3740380","3674692","3579857","3433762","3318722","3221253","3105262","2983070","2855692","2723661","2602020","2484820","2375205","2294369","2234937","2191659","2187172","2160861","2152655","","","2296529","2277483","2312509","","",
"Pre-demographic dividend","PRE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","21286290","22319930","23586402","24855894","26750346","28210232","29935666","32966858","36649840","40715564","43150544","45292036","47098380","48273472","49206116","48978436","48506700","48768536","49479580","49847700","51043372","53234844","54309024","56844680","58395456","60316380","59333308","64627004","67226808","69682152","73676560","77441912","83701840","90216432","95249752","99091008","103594008","107622712","111692296","115593184","119336456","124518816","129817912","134071368","137204160","138060784","142215344","146983744","152282032","155494912","158089776","",
"Puerto Rico","PRI","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","472742","475706","471992","462034","438800","429503","440163","","","","","497830","","","","","","","","","","","","","","","","","","","","","","","","","","","303833","299746","269885","268460","263734","258958","250579","227548","","208544","","","",
"Korea, Dem. People's Rep.","PRK","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1546554","","","","","","","","","1507780","","","",
"Portugal","PRT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1146156","1161241","1172186","1187909","1179200","1204567","1207902","1220123","1221191","1233511","1240307","1223127","1221539","1203119","1274887","1235312","1234293","1192032","","1078516","1019794","1004848","952941","929471","896681","867253","","832696","815231","810996","801545","769910","767872","758476","752739","750493","753646","754142","743662","733515","720740","703525","693045","674038","656727","638883","629804","621660","612700","","",
"Paraguay","PRY","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","424179","436857","440151","451530","454986","452249","467552","478584","493231","504377","518968","530083","539889","549637","559080","570775","579687","600166","627190","656877","687331","720983","749336","798981","835089","862940","895777","905813","958734","951481","966476","966548","962661","935722","930918","933995","914138","894422","872906","852168","839291","820437","838198","","","","727363","","","","691877","",
"West Bank and Gaza","PSE","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283868","303458","325892","","368321","388163","398978","402370","401372","388948","387138","381904","383559","390051","395205","402866","411368","424095","430409","442476","450182","459463","477204","488184","497002","502889","",
"Pacific island small states","PSS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","219581.796875","227236.125","234239.671875","237887.890625","241593.859375","247578.421875","243473.890625","244176.515625","244746.625","244165.421875","245569.046875","244735.265625","246374.296875","252115.859375","258311.265625","263887.84375","268828.75","273644.59375","278083.875","282926.78125","286622.90625","292863.8125","299412.09375","308756.6875","312585.5","314364.15625","303535.1875","315363.46875","312144.09375","302592.8125","302459.28125","309930.84375","314360.4375","318958.78125","320826","319471.15625","322546.09375","318501.90625","321295.46875","322402.5625","329681.28125","331341.53125","332769.84375","340315.5","345433.78125","350562.375","358878.8125","367344.375","371069.65625","378252.90625","377832.25","",
"Post-demographic dividend","PST","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","82454032","82937984","82956408","82874960","81906944","81173744","80495680","79573112","78884344","78156864","79374680","78419456","77992408","76537344","75131376","73998016","73299544","72924520","72701840","72678464","72840144","72427528","72061976","71978056","71879320","72165272","72482880","72377048","72602744","72576288","72161360","71763048","71103616","70445968","69978600","69695344","69067248","68831888","68732160","68220088","67976976","67857800","67521736","67477768","67523528","67857112","68326048","68897368","68971064","68886960","69076248","",
"French Polynesia","PYF","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","24148","24822","25510","26667","27780","28533","28883","29528","29581","29482","29245","29012","29384","27944","27401","","","27259","27467","27854","28270","28195","29132","29600","30037","29415","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","15025","17511","19182","20237","22287","23615","25266","26065","27031","28472","30078","32618","34805","35920","37967","40636","42502","45367","48097","49657","48650","48785","49059","52016","52130","53631","55636","59912","60989","61067","62465","64255","66473","65351","69991","70927","75451","78123","84645","88723","94985","101424","106801","117454","130464","139194","146418","153908","159109","163661","",
"Romania","ROU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","1399856","1337599","1246699","1282257","","","","","","","1525426","","","","","1538012","1525282","1495026","1446881","1378976","1253480","1211239","1201229","1237655","1335973","1391951","1405308","1373079","1284507","1189058","1090172","1028697","990807","1005533","970295","938095","917829","865175","855707","842238","825962","807047","","","947205","939147","928245","947931","931419","","",
"Russian Federation","RUS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","7580000","7093000","6692000","6298000","5965000","5736000","5608000","5631000","5771000","5961000","6009000","6151000","6241000","6338000","6464000","6579000","6833000","7008000","7117000","7282000","7596000","7738000","7797000","7738000","7849000","7880000","7672000","7250000","6742624","6138300","5702348","5554607","5416925","","5308605","5164735","5010284","4968710","5015307","","5318323","5514819","5651730","5725528","5982572","6198783","6573633","6927980","7123403","","",
"Rwanda","RWA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","419059","404357","399450","397752","386719","401521","434150","463442","515712","559291","615282","647025","645188","658877","681639","721844","783311","844322","899811","928143","970209","1027622","","","","","1154768","1270733","1288669","1431657","1475572","1534510","1636563","1752588","1857841","2019991","2150430","2190270","2264672","2299326","2341146","2394674","2402164","2399439","2450705","2546263","2540374","2503705","2512465","","",
"South Asia","SAS","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","67800000","68900000","71900000","77300000","78300000","80900000","82400000","85900000","84300000","85900000","88800000","92200000","94300000","98800000","102000000","104000000","108000000","109000000","114000000","121000000","123000000","126000000","130000000","135000000","139000000","141000000","142000000","144000000","144000000","146000000","149000000","150000000","154000000","166000000","171000000","175000000","179000000","183000000","185000000","185000000","186000000","186000000","189000000","190000000","188000000","188000000","197000000","195000000","175000000","174000000","176000000","",
"Saudi Arabia","SAU","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","797785","","","","","","","","","","","","","","","","","","","","","","","","","","3097604","","3173807","3211387","3255243","3321066","3347680","3436259","3635779","3737083","3494490","3357365","3230001","3298788","3390589","3432102","",
"Sudan","SDN","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2687746","2771373","2912529","3046699","3176816","3472215","3527613","3906743","3970740","4024296","3981129","4142967","4291916","4387973","4518417","4762222","4899664","5118140","","","",
